product_id,bank_name_cn,bank_name_en,product_name_cn,product_name_en,product_type,target_customer,supports_sme,suitable_company_scale,eligible_project_tags,preferred_industries,mvp_min_esg_score,preferred_esg_ratings,mvp_min_recommended_amount_hkd,mvp_max_recommended_amount_hkd,mvp_max_tenor_years,requires_external_review,requires_use_of_proceeds_tracking,requires_kpi_or_target_tracking,official_features_summary,best_for,mvp_matching_note,source_institution,source_url
ICBC_ASIA_SOCIAL_LOAN,工商銀行亞洲,ICBC (Asia),社會貸款,Social Loans,social_loan,有社會效益融資需求的企業客户,TRUE,SME; mid_market; corporate,social_project; community_development; access_to_essential_services; employment; sme_support,all_industries; social_enterprise,60,A+; A; B+; B,1000000,,,TRUE,TRUE,FALSE,工銀亞洲ESG貸款頁面列明ESG貸款包括社會貸款；公開資料未披露統一利率、額度或期限。,可説明社會效益和受益羣體的項目融資。,僅在企業資料存在社會項目時推薦；需外部評審或銀行認可證明，實際分類由銀行確認。,ICBC Asia,https://www.icbcasia.com/hk/en/commercial/commercial-lending/structured-finance/default.html
ICBC_ASIA_SUSTAINABILITY_LINKED_LOAN,工商銀行亞洲,ICBC (Asia),可持續發展掛鈎貸款,Sustainability-linked Loans,sustainability_linked_loan,有ESG表現提升目標的企業客户,TRUE,SME; mid_market; corporate,sustainability_performance; carbon_reduction; energy_efficiency; transition; governance,all_industries,70,A+; A; B+,1500000,,,TRUE,FALSE,TRUE,工銀亞洲ESG貸款頁面列明ESG貸款包括可持續發展掛鈎貸款；銀行會評估借款人財務及相關材料，並要求外部評審機構評估或出具意見。,已有可持續發展KPI/SPT並能接受年度複核的企業。,需準備KPI、SPT、基準年、跟蹤機制和外部意見；不應僅憑單一綠色項目自動推薦為首選。,ICBC Asia,https://www.icbcasia.com/hk/en/commercial/commercial-lending/structured-finance/default.html
BOSHK_GREEN_LOAN,上海銀行香港,Bank of Shanghai (Hong Kong),綠色貸款,Green Loans,use_of_proceeds_green_loan,企業客户,TRUE,SME; mid_market; corporate,green_project; energy_efficiency; renewable_energy; green_building; clean_transport; carbon_reduction,all_industries; green_industries,60,A+; A; B+; B,1000000,,,TRUE,TRUE,FALSE,上海銀行香港ESG頁面列示Green Loans並披露綠色金融組合數據；公開資料未披露統一利率、額度或期限。,希望納入中資銀行綠色融資備選的綠色項目融資。,來源為銀行ESG/綠色金融公開頁面；實際產品准入、第三方評審和授信條件需向銀行確認。,Bank of Shanghai (Hong Kong),https://www.bosc-hk.com/en/About/cishan.html
BOSHK_SUSTAINABILITY_PERFORMANCE_LINKED_LOAN,上海銀行香港,Bank of Shanghai (Hong Kong),可持續發展表現掛鈎貸款,Sustainability Performance-Linked Loans,sustainability_linked_loan,企業客户,TRUE,SME; mid_market; corporate,sustainability_performance; carbon_reduction; energy_efficiency; transition; governance,all_industries,70,A+; A; B+,1000000,,,TRUE,FALSE,TRUE,上海銀行香港ESG頁面列示Sustainability Performance-Linked Loans，並披露綠色金融業務指標；公開資料未披露統一KPI或利率。,已有可持續發展表現目標並希望貸款條款與目標表現掛鈎的企業。,來源為銀行ESG/綠色金融公開頁面；企業需準備KPI、SPT、基準年和複核安排。,Bank of Shanghai (Hong Kong),https://www.bosc-hk.com/en/About/cishan.html
CHONG_HING_GREEN_LOAN,創興銀行,Chong Hing Bank,綠色貸款,Green Loan,use_of_proceeds_green_loan,商業銀行企業客户,TRUE,SME; mid_market; corporate,green_project; renewable_energy; energy_efficiency; clean_transport; green_building; pollution_prevention; carbon_reduction,all_industries,60,A+; A; B+; B,800000,,,TRUE,TRUE,FALSE,創興銀行商業銀行服務頁面列示Green Loan，並説明資金用於綠色項目；公開資料未披露統一利率或審批門檻。,綠色項目用途清晰、需要本地銀行綠色貸款備選的企業。,需準備資金用途、項目證明和綠色評審或銀行認可材料；實際額度、期限和擔保需銀行確認。,Chong Hing Bank,https://www.chbank.com/en/commercial/banking-services/green/greenloan/index.shtml
CHONG_HING_SUSTAINABILITY_LINKED_LOAN,創興銀行,Chong Hing Bank,可持續發展掛鈎貸款,Sustainability-linked Loan,sustainability_linked_loan,商業銀行企業客户,TRUE,SME; mid_market; corporate,sustainability_performance; carbon_reduction; energy_efficiency; governance; social_performance,all_industries,70,A+; A; B+,800000,,,TRUE,FALSE,TRUE,創興銀行商業銀行服務頁面列示Sustainability-linked Loan，用於將融資與可持續發展表現指標掛鈎；公開資料未披露統一利率。,有可量化ESG目標、年度KPI和複核機制的企業。,需準備KPI/SPT、基準年、目標水平和外部複核安排；是否適用SME需銀行進一步確認。,Chong Hing Bank,https://www.chbank.com/en/commercial/banking-services/green/greenloan/index.shtml
CNCBI_GREEN_LOAN,中信銀行國際,China CITIC Bank International,綠色貸款,Green Loan,use_of_proceeds_green_loan,企業客户,TRUE,SME; mid_market; corporate,green_project; renewable_energy; energy_efficiency; clean_transport; green_building; carbon_reduction,all_industries; green_industries,60,A+; A; B+; B,1000000,,,TRUE,TRUE,FALSE,中信銀行國際公開TCFD/可持續發展資料提及綠色貸款業務；公開資料未披露統一產品利率、期限或審批門檻。,需要把中信銀行國際納入備選的綠色項目融資。,來源為銀行公開披露資料，不是詳細產品頁；正式產品口徑、申請條件和可辦理性需向銀行確認。,CNCBI,https://www.cncbinternational.com/about-us/investor-relations/regulatory-disclosures/en/index.jsp
CNCBI_SUSTAINABILITY_LINKED_LOAN,中信銀行國際,China CITIC Bank International,可持續發展掛鈎貸款,Sustainability-linked Loan,sustainability_linked_loan,企業客户,TRUE,SME; mid_market; corporate,sustainability_performance; carbon_reduction; energy_efficiency; transition; governance,all_industries,70,A+; A; B+,1000000,,,TRUE,FALSE,TRUE,中信銀行國際公開TCFD/可持續發展資料提及sustainability-linked loan業務；公開資料未披露統一KPI、利率或額度。,ESG評分較高、已設置KPI/SPT並需要中資銀行可持續融資備選的企業。,來源為銀行公開披露資料，不是詳細產品頁；需向銀行確認具體KPI、複核和審批要求。,CNCBI,https://www.cncbinternational.com/about-us/investor-relations/regulatory-disclosures/en/index.jsp
BOCOM_HK_GREEN_LOAN,交通銀行香港,Bank of Communications Hong Kong,綠色貸款,Green Loan,use_of_proceeds_green_loan,企業客户,TRUE,SME; mid_market; corporate,green_project; renewable_energy; energy_efficiency; clean_transport; green_building; carbon_reduction,all_industries; green_industries,60,A+; A; B+; B,1000000,,,TRUE,TRUE,FALSE,交通銀行香港公開TCFD/可持續金融資料提及綠色貸款業務；公開資料未披露統一產品利率、額度或期限。,需要補充交通銀行香港作為備選的綠色項目融資。,來源為銀行公開披露資料，不是詳細產品頁；實際香港業務口徑、申請條件和第三方評審要求需確認。,Bank of Communications Hong Kong,https://www.bankcomm.com.hk/hk/uploadhk/infos/202506/30/5066412/20250630173755_BoCom_2024_TCFD_hkb_eng.pdf
BOCOM_HK_SUSTAINABILITY_LINKED_LOAN,交通銀行香港,Bank of Communications Hong Kong,可持續發展掛鈎貸款,Sustainability-linked Loan,sustainability_linked_loan,企業客户,TRUE,SME; mid_market; corporate,sustainability_performance; carbon_reduction; energy_efficiency; transition; governance,all_industries,70,A+; A; B+,1000000,,,TRUE,FALSE,TRUE,交通銀行香港公開TCFD/可持續金融資料提及可持續發展掛鈎貸款業務；公開資料未披露統一KPI、利率或額度。,已有KPI/SPT、減碳或轉型目標的企業。,來源為銀行公開披露資料，不是詳細產品頁；需向銀行確認SPT、複核機制和授信條件。,Bank of Communications Hong Kong,https://www.bankcomm.com.hk/hk/uploadhk/infos/202506/30/5066412/20250630173755_BoCom_2024_TCFD_hkb_eng.pdf
CMB_WING_LUNG_GREEN_SLL,招商永隆銀行,CMB Wing Lung Bank,綠色及可持續發展掛鈎貸款,Green and Sustainability-linked Loans,green_or_sustainability_related_loan,企業客户,TRUE,SME; mid_market; corporate,green_project; sustainability_performance; renewable_energy; energy_efficiency; clean_transport; carbon_reduction; transition,all_industries; green_industries,65,A+; A; B+; B,1000000,,,TRUE,TRUE,TRUE,招商永隆銀行公開年報/可持續發展資料披露綠色貸款及可持續發展掛鈎貸款業務；公開資料未披露統一產品利率、額度或審批門檻。,需要把招商永隆銀行納入備選的綠色項目或SLL融資。,來源為銀行公開披露資料，不是詳細產品頁；具體申請條件、香港業務口徑和外部評審要求需向銀行確認。,CMB Wing Lung Bank,https://www.cmbwinglungbank.com/wlb_corporate/en/about-us/csr/GreenFinance.html
FUBON_HK_GREEN_LOAN,富邦銀行香港,Fubon Bank (Hong Kong),綠色貸款,Green Loan,use_of_proceeds_green_loan,企業客户及中小企客户,TRUE,SME; mid_market; corporate,green_project; renewable_energy; energy_efficiency; sustainable_agriculture; carbon_reduction,all_industries; agriculture; green_industries,60,A+; A; B+; B,800000,,,TRUE,TRUE,FALSE,富邦銀行香港公開氣候/可持續發展資料提及綠色貸款案例和綠色金融業務；公開資料未披露統一產品利率、額度或期限。,希望補充中小銀行備選，並有清晰綠色用途和證明材料的項目。,來源為銀行公開披露資料，不是詳細產品頁；是否可按標準產品辦理、是否需第三方評審和實際授信條件需向銀行確認。,Fubon Bank Hong Kong,https://www.fubonbank.com.hk/resources/common/pdf/sustainability24_e.pdf
